Name,Num,By Year,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Jayson Tatum,#0,2017-18 ,BOS,9,34.0,17.4,5.8,13.6,42.6,1.2,3.9,31.4,4.7,5.3,87.5,0.6,4.1,4.7,2.9,1.9,1.3,0.7,1.9,31.5,1,0,3.4
Jaylen Brown,#7,2017-18 ,BOS,8,33.5,17.3,6.9,14.9,46.2,2.4,6.3,38.0,1.1,2.1,52.9,0.8,3.9,4.6,1.4,1.1,1.0,0.4,2.9,27.9,0,0,5.5
Jaylen Brown,#7,2016-17 ,BOS,17,12.6,5.0,2.0,4.2,47.9,0.3,1.4,21.7,0.7,1.1,66.7,0.7,1.4,2.1,0.8,0.8,0.4,0.1,1.5,9.3,0,0,-1.5
Shane Larkin,#8,2017-18 ,BOS,9,15.3,4.3,1.7,3.7,45.5,0.4,1.3,33.3,0.6,0.6,100,0.1,0.8,0.9,2.1,0.7,0.4,0.0,1.6,9.2,0,0,-1.8
Xavier Silas,#9,2017-18 ,BOS,2,3.7,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,2.7,0,0,0.5
Kyrie Irving,#11,2017-18 ,BOS,60,32.2,24.4,8.9,18.1,49.1,2.8,6.8,40.8,3.9,4.4,88.9,0.6,3.2,3.8,5.1,2.3,1.1,0.3,2.0,38.4,1,0,4.3
Terry Rozier,#12,2017-18 ,BOS,9,36.1,19.1,6.2,14.1,44.1,3.6,8.1,43.8,3.1,3.8,82.4,0.7,4.3,5.0,6.9,1.4,1.2,0.7,1.8,39.7,0,0,4.9
Terry Rozier,#12,2016-17 ,BOS,17,16.3,5.6,1.9,4.8,40.2,0.8,2.2,36.8,0.9,1.2,80.0,0.7,1.9,2.6,1.9,0.6,0.6,0.2,1.2,13.6,0,0,3.2
Terry Rozier,#12,2015-16 ,BOS,5,19.7,4.8,1.8,4.6,39.1,0.8,2.2,36.4,0.4,0.4,100,0.6,2.8,3.4,1.2,0.4,0.2,0.6,1.0,12.7,0,0,-5.2
Marcus Morris,#13,2017-18 ,BOS,9,27.7,12.8,4.6,11.7,39.0,1.4,3.2,44.8,2.2,3.3,66.7,0.7,4.3,5.0,1.1,1.0,0.3,0.1,2.8,20.8,0,0,1.0
Gordon Hayward,#20,2017-18 ,BOS,1,5.3,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,0,0,3.0
Jabari Bird,#26,2017-18 ,BOS,13,8.8,3.0,1.2,2.0,57.7,0.2,0.5,42.9,0.5,1.0,46.2,0.5,1.0,1.5,0.6,0.6,0.2,0.1,0.5,6.0,0,0,1.4
Daniel Theis,#27,2017-18 ,BOS,63,14.9,5.3,2.0,3.7,54.1,0.3,0.9,31.0,1.0,1.3,75.3,1.4,2.9,4.3,0.9,0.9,0.5,0.8,2.5,14.6,2,0,0.0
Abdel Nader,#28,2017-18 ,BOS,5,3.2,1.2,0.4,1.2,33.3,0.0,0.4,0.0,0.4,0.4,100,0.2,0.2,0.4,0.4,0.0,0.2,0.2,0.2,3.5,0,0,-1.4
Guerschon Yabusele,#30,2017-18 ,BOS,6,4.3,0.5,0.2,1.0,16.7,0.0,0.5,0.0,0.2,0.5,33.3,0.5,0.5,1.0,0.3,0.0,0.3,0.0,1.0,3.2,0,0,-0.5
Marcus Smart,#36,2017-18 ,BOS,5,30.9,9.6,3.0,9.6,31.3,1.2,5.2,23.1,2.4,2.8,85.7,0.8,3.0,3.8,4.6,2.6,1.4,1.0,3.2,25.7,0,0,1.2
Marcus Smart,#36,2016-17 ,BOS,18,29.9,8.6,2.6,7.4,35.1,1.6,4.1,39.7,1.8,2.8,64.0,1.3,3.4,4.7,4.7,2.1,1.5,0.9,2.8,26.4,0,0,-0.6
Marcus Smart,#36,2015-16 ,BOS,6,32.1,12.0,3.7,10.0,36.7,1.8,5.3,34.4,2.8,3.5,81.0,1.3,3.2,4.5,3.0,2.5,1.7,0.8,2.8,26.9,0,0,-2.8
Marcus Smart,#36,2014-15 ,BOS,4,22.5,9.8,3.5,7.3,48.3,0.8,3.3,23.1,2.0,3.8,53.3,1.3,1.5,2.8,1.3,1.0,0.3,0.3,3.0,15.4,0,0,-12.8
Semi Ojeleye,#37,2017-18 ,BOS,9,16.7,2.0,0.7,2.3,28.6,0.4,1.6,28.6,0.2,0.2,100,0.4,1.9,2.3,0.1,0.2,0.1,0.0,1.2,5.1,0,0,-0.6
Al Horford,#42,2017-18 ,BOS,9,35.0,18.4,6.9,11.2,61.4,1.0,2.3,42.9,3.7,4.6,80.5,1.9,7.0,8.9,3.6,2.2,0.7,1.1,2.6,37.6,4,0,5.9
Al Horford,#42,2016-17 ,BOS,18,33.9,15.1,6.2,10.6,58.4,1.5,2.9,51.9,1.2,1.6,75.9,1.7,4.8,6.6,5.4,1.8,0.8,0.8,1.8,34.0,3,0,-4.2
Kadeem Allen,#45,2017-18 ,BOS,18,6.0,1.1,0.3,1.2,27.3,0.0,0.6,0.0,0.4,0.5,77.8,0.2,0.4,0.6,0.7,0.5,0.2,0.1,0.8,3.1,0,0,-1.1
Aron Baynes,#46,2017-18 ,BOS,9,19.2,5.3,2.3,4.1,56.8,0.6,1.0,55.6,0.1,0.2,50.0,2.3,3.3,5.7,1.0,0.7,0.1,0.3,2.0,14.3,0,0,-1.7
Greg Monroe,#55,2017-18 ,BOS,6,10.8,5.3,1.8,4.5,40.7,0.0,0.0,0.0,1.7,2.5,66.7,1.8,2.0,3.8,0.7,1.3,0.2,0.2,0.5,10.6,1,0,-2.7
Jonathan Gibson,#60,2017-18 ,BOS,4,10.0,8.5,3.5,5.8,60.9,1.5,3.0,50.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,0.8,0.0,0.0,1.3,10.2,0,0,-0.3
James Webb III,#0,2017-18 ,BKN,10,12.0,1.6,0.6,2.4,25.0,0.4,1.9,21.1,0.0,0.0,0.0,0.8,1.6,2.4,0.4,0.4,0.1,0.0,1.0,5.0,0,0,-2.6
D'Angelo Russell,#1,2017-18 ,BKN,48,25.7,15.5,5.8,14.0,41.4,1.9,5.8,32.4,2.0,2.7,74.0,0.6,3.3,3.9,5.2,3.1,0.8,0.4,1.9,28.2,5,1,-3.8
Nik Stauskas,#2,2017-18 ,TOT,41,12.8,4.4,1.5,3.8,39.0,1.0,2.4,40.0,0.5,0.7,72.4,0.1,1.5,1.6,1.0,0.6,0.2,0.1,0.6,8.0,0,0,-1.4
Jahlil Okafor,#4,2017-18 ,TOT,28,12.6,6.3,2.8,4.9,55.8,0.0,0.1,25.0,0.8,1.0,72.4,0.8,2.3,3.0,0.4,0.8,0.1,0.6,1.8,12.1,0,0,-5.8
Jeremy Lin,#7,2017-18 ,BKN,1,25.2,18.0,5.0,12.0,41.7,1.0,2.0,50.0,7.0,7.0,100,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,21.0,0,0,-6.0
Jeremy Lin,#7,2016-17 ,BKN,36,24.5,14.5,4.9,11.1,43.8,1.6,4.3,37.2,3.2,3.9,81.6,0.3,3.4,3.8,5.1,2.4,1.2,0.4,2.2,29.0,3,0,-2.3
Spencer Dinwiddie,#8,2017-18 ,BKN,80,28.8,12.6,4.1,10.5,38.7,1.8,5.4,32.6,2.7,3.4,81.3,0.5,2.7,3.2,6.6,1.6,0.9,0.3,2.3,28.1,7,0,-1.2
Spencer Dinwiddie,#8,2016-17 ,BKN,59,22.6,7.3,2.3,5.1,44.4,0.6,1.7,37.6,2.1,2.7,79.2,0.5,2.3,2.8,3.1,1.1,0.7,0.4,2.0,17.6,0,0,-2.3
DeMarre Carroll,#9,2017-18 ,BKN,73,29.9,13.5,4.5,10.8,41.4,2.0,5.4,37.1,2.6,3.4,76.4,1.4,5.1,6.6,2.0,1.4,0.8,0.4,2.3,26.6,13,0,-0.9
Joe Harris,#12,2017-18 ,BKN,78,25.3,10.8,3.9,8.0,49.1,1.9,4.6,41.9,1.1,1.3,82.7,0.7,2.7,3.3,1.6,1.2,0.4,0.3,2.0,18.2,2,0,-1.5
Joe Harris,#12,2016-17 ,BKN,52,21.9,8.2,3.0,7.0,42.5,1.6,4.3,38.5,0.7,0.9,71.4,0.3,2.5,2.8,1.0,1.1,0.6,0.2,2.3,14.3,0,0,-5.5
Quincy Acy,#13,2017-18 ,BKN,70,19.4,5.9,1.9,5.2,35.6,1.5,4.2,34.9,0.7,0.9,81.7,0.6,3.1,3.7,0.8,0.9,0.5,0.4,2.1,13.3,0,0,-0.8
Quincy Acy,#13,2016-17 ,BKN,32,15.9,6.5,2.0,4.8,42.5,1.1,2.6,43.4,1.3,1.8,75.4,0.6,2.8,3.3,0.6,0.6,0.4,0.5,1.8,13.5,0,0,-0.3
Milton Doyle,#14,2017-18 ,BKN,10,12.5,3.4,1.3,4.7,27.7,0.4,2.3,17.4,0.4,0.8,50.0,0.3,1.5,1.8,1.0,0.2,0.6,0.2,1.3,9.3,0,0,-1.2
Isaiah Whitehead,#15,2017-18 ,BKN,16,11.2,6.3,2.5,5.4,46.5,0.4,1.1,38.9,0.8,1.2,68.4,0.3,1.4,1.6,1.3,1.5,0.5,0.1,1.4,10.5,0,0,-0.6
Isaiah Whitehead,#15,2016-17 ,BKN,73,22.5,7.4,2.8,7.0,40.2,0.6,2.0,29.5,1.2,1.5,80.5,0.4,2.1,2.5,2.6,1.9,0.6,0.5,2.4,15.7,1,0,-1.6
Timofey Mozgov,#20,2017-18 ,BKN,31,11.6,4.2,1.7,3.0,55.9,0.1,0.6,22.2,0.7,1.0,76.7,1.0,2.1,3.2,0.4,1.1,0.2,0.4,1.3,9.2,0,0,-2.9
Caris LeVert,#22,2017-18 ,BKN,71,26.2,12.1,4.5,10.4,43.5,1.2,3.5,34.7,1.9,2.6,71.1,0.7,2.9,3.7,4.2,2.2,1.2,0.3,2.2,25.0,3,0,-3.7
Caris LeVert,#22,2016-17 ,BKN,57,21.7,8.2,3.0,6.7,45.0,1.0,3.2,32.1,1.2,1.6,72.0,0.4,2.9,3.3,1.9,1.0,0.9,0.1,1.6,17.0,0,0,-1.6
Rondae Hollis-Jefferson,#24,2017-18 ,BKN,68,28.2,13.9,5.0,10.6,47.2,0.2,0.8,24.1,3.7,4.6,78.8,1.5,5.3,6.8,2.5,1.8,1.0,0.7,2.1,28.9,12,0,-2.7
Rondae Hollis-Jefferson,#24,2016-17 ,BKN,78,22.6,8.7,3.0,6.9,43.4,0.2,0.9,22.4,2.4,3.2,75.1,1.2,4.6,5.8,2.0,1.5,1.1,0.6,2.3,21.9,8,0,-3.4
Rondae Hollis-Jefferson,#24,2015-16 ,BKN,29,21.2,5.8,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4.0,5.3,1.5,0.9,1.3,0.6,2.1,19.1,2,0,-2.1
Jarrett Allen,#31,2017-18 ,BKN,72,20.0,8.2,3.3,5.5,58.9,0.1,0.2,33.3,1.6,2.0,77.6,2.0,3.4,5.4,0.7,1.1,0.4,1.2,2.0,19.3,4,0,-1.9
Allen Crabbe,#33,2017-18 ,BKN,75,29.3,13.2,4.5,11.0,40.7,2.7,7.1,37.8,1.5,1.8,85.2,0.4,3.9,4.3,1.6,1.0,0.6,0.5,2.2,23.0,0,0,-1.0
Dante Cunningham,#44,2017-18 ,TOT,73,21.4,5.7,2.2,5.0,45.1,0.8,2.3,34.5,0.4,0.7,59.6,1.1,3.0,4.1,0.7,0.5,0.5,0.4,1.5,14.0,1,0,-1.1
Dante Cunningham,#44,2010-11 ,TOT,78,21.0,6.2,2.8,6.1,46.2,0.0,0.2,7.7,0.6,0.8,72.6,1.2,2.3,3.6,0.6,0.7,0.7,0.6,2.3,14.3,3,0,-1.8
Enes Kanter,#00,2017-18 ,NYK,71,25.8,14.1,5.9,10.0,59.2,0.0,0.0,0.0,2.2,2.6,84.8,3.8,7.1,11.0,1.5,1.7,0.5,0.5,2.6,30.9,39,0,-2.6
Troy Williams,#0,2017-18 ,TOT,21,14.6,6.3,2.4,5.2,46.8,0.5,1.8,28.9,1.0,1.4,66.7,1.0,2.0,3.0,0.8,0.9,1.0,0.2,1.6,13.6,0,0,-1.5
Troy Williams,#0,2016-17 ,TOT,30,18.6,6.2,2.4,5.6,43.7,0.6,2.1,29.0,0.7,1.1,65.6,0.5,1.8,2.3,0.8,1.1,0.9,0.3,2.0,12.8,0,0,-2.5
Emmanuel Mudiay,#1,2017-18 ,TOT,64,19.4,8.6,3.2,8.2,38.8,0.7,2.3,31.8,1.5,2.0,76.0,0.4,2.0,2.4,3.2,1.8,0.6,0.2,1.3,17.0,1,0,-4.2
Luke Kornet,#2,2017-18 ,NYK,20,16.3,6.7,2.5,6.3,39.2,1.4,4.0,35.4,0.4,0.6,72.7,0.6,2.7,3.2,1.3,0.6,0.3,0.8,1.4,15.2,1,0,-3.6
Tim Hardaway Jr.,#3,2017-18 ,NYK,57,33.1,17.5,6.3,15.0,42.1,2.3,7.2,31.7,2.6,3.1,81.6,0.6,3.4,3.9,2.7,1.6,1.1,0.2,2.2,28.4,2,0,-1.3
Tim Hardaway Jr.,#3,2014-15 ,NYK,70,24.0,11.5,4.0,10.2,38.9,1.7,5.1,34.2,1.8,2.2,80.1,0.2,2.1,2.2,1.8,1.2,0.3,0.2,1.7,17.2,0,0,-5.0
Tim Hardaway Jr.,#3,2013-14 ,NYK,81,23.2,10.2,3.6,8.5,42.8,1.6,4.4,36.3,1.3,1.6,82.8,0.2,1.3,1.5,0.8,0.6,0.5,0.1,1.8,14.5,0,0,-2.1
Isaiah Hicks,#4,2017-18 ,NYK,18,13.3,4.4,1.8,4.0,45.8,0.1,0.5,22.2,0.7,1.0,66.7,0.6,1.7,2.3,0.9,0.9,0.1,0.2,2.5,8.6,0,0,-2.5
Courtney Lee,#5,2017-18 ,NYK,76,30.4,12.0,4.5,9.9,45.4,1.5,3.7,40.6,1.5,1.6,91.9,0.4,2.6,2.9,2.4,1.1,1.1,0.2,1.4,21.8,1,0,-3.4
Courtney Lee,#5,2016-17 ,NYK,77,31.9,10.8,4.2,9.1,45.6,1.4,3.5,40.1,1.1,1.3,86.7,0.7,2.7,3.4,2.3,0.9,1.1,0.3,1.8,21.6,0,0,-3.0
Kristaps Porzingis,#6,2017-18 ,NYK,48,32.4,22.7,8.1,18.5,43.9,1.9,4.8,39.5,4.5,5.7,79.3,1.3,5.3,6.6,1.2,1.9,0.8,2.4,2.9,39.8,5,0,0.3
Kristaps Porzingis,#6,2016-17 ,NYK,66,32.8,18.1,6.7,14.9,45.0,1.7,4.8,35.7,3.0,3.8,78.6,1.7,5.5,7.2,1.5,1.8,0.7,2.0,3.7,35.2,12,0,-1.5
Kristaps Porzingis,#6,2015-16 ,NYK,72,28.4,14.3,5.2,12.3,42.1,1.1,3.4,33.3,2.8,3.3,83.8,1.8,5.5,7.3,1.3,1.7,0.7,1.9,2.8,31.1,21,0,0.2
Michael Beasley,#8,2017-18 ,NYK,74,22.3,13.2,5.5,10.9,50.7,0.5,1.2,39.5,1.7,2.1,78.0,1.3,4.3,5.6,1.7,1.9,0.5,0.6,2.0,23.7,10,0,-1.8
Kyle O'Quinn,#9,2017-18 ,NYK,77,18.0,7.1,2.9,5.0,58.3,0.1,0.2,23.5,1.3,1.6,77.2,1.6,4.5,6.1,2.1,1.3,0.5,1.3,2.5,21.5,8,0,-0.5
Kyle O'Quinn,#9,2016-17 ,NYK,79,15.6,6.3,2.7,5.2,52.1,0.0,0.2,11.8,0.8,1.1,77.1,2.0,3.6,5.6,1.5,1.0,0.5,1.3,2.2,19.5,6,0,-2.0
Kyle O'Quinn,#9,2015-16 ,NYK,65,11.8,4.8,2.0,4.2,47.6,0.1,0.3,22.7,0.7,0.9,76.7,1.2,2.7,3.8,1.1,0.9,0.3,0.8,1.6,13.3,1,0,-1.0
Frank Ntilikina,#11,2017-18 ,NYK,78,21.9,5.9,2.3,6.4,36.4,0.6,2.0,31.8,0.6,0.9,72.1,0.5,1.8,2.3,3.2,1.7,0.8,0.2,2.3,15.0,1,0,-1.3
Joakim Noah,#13,2017-18 ,NYK,7,5.7,1.7,0.7,1.4,50.0,0.0,0.0,0.0,0.3,0.6,50.0,0.9,1.1,2.0,0.6,0.6,0.3,0.3,0.7,6.1,0,0,0.0
Joakim Noah,#13,2016-17 ,NYK,46,22.1,5.0,2.2,4.4,49.0,0.0,0.0,0.0,0.7,1.7,43.6,3.5,5.2,8.8,2.2,1.3,0.7,0.8,2.8,22.0,5,0,-3.1
Damyean Dotson,#21,2017-18 ,NYK,44,10.8,4.1,1.6,3.7,44.7,0.5,1.5,32.4,0.4,0.5,69.6,0.2,1.7,1.9,0.7,0.4,0.3,0.0,0.8,8.1,2,0,-0.9
Trey Burke,#23,2017-18 ,NYK,36,21.8,12.8,5.4,10.7,50.3,1.1,2.9,36.2,1.0,1.6,64.9,0.4,1.6,2.0,4.7,1.2,0.7,0.1,1.2,23.4,3,0,-2.3
Ron Baker,#31,2017-18 ,NYK,29,13.3,2.4,0.7,2.0,33.9,0.4,1.1,33.3,0.7,0.9,76.9,0.2,0.9,1.0,1.6,0.6,0.9,0.2,1.1,8.8,0,0,0.6
Ron Baker,#31,2016-17 ,NYK,52,16.5,4.1,1.6,4.2,37.8,0.4,1.7,26.7,0.5,0.8,65.1,0.2,1.7,1.9,2.1,1.1,0.7,0.2,1.4,10.8,0,0,-1.1
Lance Thomas,#42,2017-18 ,NYK,73,18.5,4.1,1.4,3.7,38.2,0.7,1.7,40.3,0.6,0.7,83.0,0.6,1.8,2.4,0.6,0.5,0.4,0.2,1.8,9.1,0,0,-2.5
Lance Thomas,#42,2016-17 ,NYK,46,21.0,6.0,2.1,5.3,39.8,0.8,1.8,44.7,0.9,1.1,84.3,0.7,2.4,3.1,0.8,0.5,0.5,0.1,1.8,12.0,1,0,-4.4
Lance Thomas,#42,2015-16 ,NYK,59,22.3,8.2,2.9,6.5,44.2,0.7,1.8,40.4,1.7,2.0,85.7,0.6,1.6,2.2,0.9,1.0,0.4,0.1,1.8,12.7,0,0,-0.7
Lance Thomas,#42,2014-15 ,NYK,40,26.0,8.3,3.4,7.9,43.4,0.2,0.5,33.3,1.2,1.7,74.2,0.9,2.1,3.0,1.2,1.4,0.7,0.2,1.6,14.8,0,0,-5.9
Jarrett Jack,#55,2017-18 ,NYK,62,25.0,7.5,3.0,7.1,42.7,0.4,1.4,29.1,1.0,1.2,84.0,0.4,2.7,3.1,5.6,1.9,0.6,0.1,1.6,19.7,3,1,-0.3
Jerryd Bayless,#0,2017-18 ,PHI,1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0
Justin Anderson,#1,2017-18 ,PHI,5,5.8,1.6,0.6,1.6,37.5,0.4,1.4,28.6,0.0,0.0,0.0,0.2,1.6,1.8,0.0,0.4,0.0,0.0,1.2,3.4,0,0,1.6
Amir Johnson,#5,2017-18 ,PHI,7,12.9,3.7,1.6,3.0,52.4,0.0,0.0,0.0,0.6,0.7,80.0,1.9,1.3,3.1,1.3,0.4,0.3,0.1,1.4,10.3,0,0,3.7
Timothe Luwawu-Cabarrot,#7,2017-18 ,PHI,52,15.5,5.8,1.9,5.1,37.5,1.0,3.0,33.5,0.9,1.1,79.3,0.3,1.1,1.4,1.0,0.7,0.2,0.1,1.9,9.2,0,0,-0.1
Timothe Luwawu-Cabarrot,#7,2016-17 ,PHI,69,17.2,6.4,2.1,5.2,40.2,0.7,2.3,31.1,1.5,1.8,85.4,0.4,1.8,2.2,1.1,1.1,0.5,0.1,2.2,11.4,0,0,-0.9
Dario Saric,#9,2017-18 ,PHI,7,30.8,15.6,5.4,14.0,38.8,2.0,6.0,33.3,2.7,2.9,95.0,3.3,3.9,7.1,3.4,1.7,0.7,0.1,2.9,30.1,0,0,-1.6
Demetrius Jackson,#11,2017-18 ,TOT,15,5.3,1.1,0.5,1.2,38.9,0.1,0.5,14.3,0.1,0.1,50.0,0.3,0.5,0.8,0.6,0.7,0.3,0.1,0.5,3.5,0,0,-2.5
T.J. McConnell,#12,2017-18 ,PHI,7,9.2,3.3,1.4,2.1,66.7,0.0,0.1,0.0,0.4,0.6,75.0,0.4,1.1,1.6,1.4,0.4,0.6,0.0,0.9,8.6,0,0,2.9
JJ Redick,#17,2017-18 ,PHI,7,32.9,20.4,6.6,13.7,47.9,2.9,7.6,37.7,4.4,4.9,91.2,0.4,1.0,1.4,2.6,0.9,0.7,0.1,1.9,27.7,0,0,3.7
Marco Belinelli,#18,2017-18 ,PHI,7,28.8,15.0,5.1,11.7,43.9,1.9,5.1,36.1,2.9,3.4,83.3,0.1,2.0,2.1,2.3,0.4,0.9,0.0,1.9,23.1,0,0,4.0
Markelle Fultz,#20,2017-18 ,PHI,3,7.6,1.7,0.3,2.3,14.3,0.0,0.0,0.0,1.0,1.3,75.0,0.0,1.0,1.0,1.7,0.3,0.7,0.0,1.3,7.0,0,0,0.7
Joel Embiid,#21,2017-18 ,PHI,5,32.6,21.4,7.0,15.8,44.3,1.2,3.8,31.6,6.2,9.0,68.9,2.0,9.6,11.6,3.2,4.0,1.2,2.0,4.0,45.7,4,0,2.4
Richaun Holmes,#22,2017-18 ,PHI,3,3.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,0.9,0,0,-1.7
Ersan Ilyasova,#23,2017-18 ,PHI,7,24.5,9.1,3.9,8.6,45.0,0.9,3.0,28.6,0.6,1.4,40.0,2.6,6.1,8.7,1.1,1.3,1.0,0.1,2.4,23.5,2,0,5.9
Ben Simmons,#25,2017-18 ,PHI,7,37.2,15.7,5.6,11.6,48.1,0.0,0.1,0.0,4.6,6.9,66.7,1.7,7.6,9.3,8.3,4.6,2.0,0.7,3.6,42.9,4,1,-0.3
Furkan Korkmaz,#30,2017-18 ,PHI,1,1.6,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,3.0
Robert Covington,#33,2017-18 ,PHI,7,31.0,10.3,3.4,9.0,38.1,1.9,5.0,37.1,1.6,2.0,78.6,1.3,4.3,5.6,2.9,1.0,1.1,1.1,3.1,27.1,0,0,2.3
CJ Miles,#0,2017-18 ,TOR,8,21.2,8.8,2.8,6.4,43.1,2.0,4.5,44.4,1.3,1.4,90.9,0.3,1.6,1.9,0.8,0.8,0.5,0.4,1.6,14.0,0,0,-1.9
OG Anunoby,#3,2017-18 ,TOR,8,23.1,7.4,2.6,4.6,56.8,1.1,2.6,42.9,1.0,1.1,88.9,0.8,1.1,1.9,0.8,0.5,0.8,0.4,2.3,13.6,0,0,0.0
Lorenzo Brown,#4,2017-18 ,TOR,3,7.0,2.7,1.0,3.0,33.3,0.7,1.7,40.0,0.0,0.0,0.0,0.3,0.7,1.0,0.7,0.3,0.0,0.3,0.7,5.5,0,0,-4.0
Kyle Lowry,#7,2017-18 ,TOR,8,36.3,17.8,6.1,12.3,50.0,2.9,6.4,45.1,2.6,3.3,80.8,0.3,4.3,4.5,8.5,3.3,1.6,0.0,3.6,37.5,3,0,1.8
Kyle Lowry,#7,2016-17 ,TOR,8,37.6,15.8,5.4,11.6,46.2,1.6,4.8,34.2,3.4,4.1,81.8,0.4,2.8,3.1,5.9,2.1,1.5,0.5,3.3,32.2,2,0,-2.1
Kyle Lowry,#7,2015-16 ,TOR,20,38.3,19.1,6.6,16.5,39.7,2.1,6.9,30.4,3.9,5.2,75.0,0.9,3.8,4.7,6.0,3.2,1.6,0.2,3.7,35.8,2,0,0.6
Kyle Lowry,#7,2014-15 ,TOR,4,32.8,12.3,4.5,14.3,31.6,1.3,5.8,21.7,2.0,2.8,72.7,1.8,3.8,5.5,4.8,3.0,1.3,0.0,4.5,26.7,0,0,-7.0
Kyle Lowry,#7,2013-14 ,TOR,7,38.8,21.1,6.3,15.6,40.4,2.4,6.1,39.5,6.1,7.0,87.8,1.3,3.4,4.7,4.7,2.9,0.9,0.0,3.9,33.6,0,0,0.1
Serge Ibaka,#9,2017-18 ,TOR,8,26.6,8.0,2.8,7.1,38.6,0.8,2.3,33.3,1.8,2.3,77.8,1.4,4.9,6.3,1.3,1.4,0.1,1.0,1.6,19.4,1,0,0.5
Serge Ibaka,#9,2016-17 ,TOR,10,30.6,14.3,6.0,13.0,46.2,1.2,3.8,31.6,1.1,1.3,84.6,0.9,5.6,6.5,1.4,1.1,0.4,1.7,3.7,29.4,1,0,-6.1
DeMar DeRozan,#10,2017-18 ,TOR,8,36.7,25.8,9.9,22.0,44.9,1.3,4.4,28.6,4.8,5.9,80.9,0.5,2.9,3.4,4.6,2.3,0.4,0.5,2.1,37.1,0,0,-1.6
DeMar DeRozan,#10,2016-17 ,TOR,10,37.3,22.4,7.6,17.5,43.4,0.1,1.5,6.7,7.1,8.0,88.8,0.4,4.5,4.9,3.4,2.5,1.4,0.0,2.6,35.1,0,0,-6.9
DeMar DeRozan,#10,2015-16 ,TOR,20,37.3,20.9,7.9,19.9,39.4,0.2,1.3,15.4,5.0,6.2,81.3,0.7,3.5,4.2,2.7,2.3,1.1,0.2,2.6,31.4,0,0,-3.8
DeMar DeRozan,#10,2014-15 ,TOR,4,39.7,20.3,8.0,20.0,40.0,0.8,2.0,37.5,3.5,4.3,82.4,1.3,5.0,6.3,5.8,2.5,1.5,0.0,3.0,38.4,1,0,-11.8
DeMar DeRozan,#10,2013-14 ,TOR,7,40.3,23.9,6.4,16.7,38.5,0.9,2.6,33.3,10.1,11.3,89.9,0.4,3.7,4.1,3.6,2.6,1.1,0.3,3.3,35.9,0,0,-2.6
Malcolm Miller,#13,2017-18 ,TOR,15,8.4,2.5,0.9,1.9,46.4,0.5,1.4,38.1,0.3,0.3,100,0.3,0.7,1.0,0.2,0.3,0.1,0.1,0.7,4.3,0,0,0.5
Jonas Valanciunas,#17,2017-18 ,TOR,8,26.1,14.8,6.0,10.9,55.2,0.3,0.6,40.0,2.5,3.0,83.3,3.0,8.1,11.1,1.3,1.8,0.5,1.3,2.1,33.5,5,0,4.3
Jonas Valanciunas,#17,2016-17 ,TOR,10,22.6,11.2,4.4,8.1,54.3,0.0,0.1,0.0,2.4,3.3,72.7,0.9,5.8,6.7,0.2,1.3,0.2,0.6,2.2,20.6,1,0,-3.1
Jonas Valanciunas,#17,2015-16 ,TOR,12,26.7,13.8,5.7,10.0,56.7,0.0,0.0,0.0,2.4,3.3,74.4,4.0,6.8,10.8,0.9,1.5,0.8,1.2,2.7,32.5,6,0,0.9
Jonas Valanciunas,#17,2014-15 ,TOR,4,26.4,11.3,4.8,9.5,50.0,0.0,0.0,0.0,1.8,2.0,87.5,2.3,7.0,9.3,0.5,1.0,0.5,0.3,1.8,24.4,1,0,-3.8
Jonas Valanciunas,#17,2013-14 ,TOR,7,28.6,10.9,4.4,7.0,63.3,0.0,0.0,0.0,2.0,3.1,63.6,2.7,7.0,9.7,0.3,2.7,0.0,1.0,3.1,23.2,3,0,-6.7
Malachi Richardson,#22,2017-18 ,TOT,26,12.4,3.4,1.2,3.5,33.3,0.5,1.5,30.0,0.7,0.8,77.3,0.2,1.1,1.3,0.5,0.4,0.4,0.0,1.0,6.6,0,0,-2.2
Fred VanVleet,#23,2017-18 ,TOR,4,15.2,7.0,2.3,6.3,36.0,1.5,4.5,33.3,1.0,1.0,100,0.0,1.8,1.8,2.5,0.5,0.0,0.0,1.0,12.4,0,0,1.5
